trade_date,buy_sell,cash,cumu_r,equity,nav,num_long,position
2018-07-16,"B2-0,B1-0",355470.84,-0.01864723,16462.49,371933.34,20,0.0443
2018-07-17,B2-0,354463.1,-0.01888021,17381.35,371844.44,21,0.0467
2018-07-18,,354463.1,-0.019303165,17221.41,371684.5,21,0.0463
2018-07-19,"B3-0,B3-0",351912.06,-0.020056464,19486.69,371398.75,23,0.0525
2018-07-20,"S1,B1-0",352428.2,-0.01998153,18998.84,371427.03,23,0.0512
2018-07-23,"B2-0,S2",352236.25,-0.02053298,18982.0,371218.25,23,0.0511
2018-07-24,"B1-0,B2-0",350915.3,-0.020079419,20474.77,371390.1,25,0.0551
2018-07-25,"B2-1,B2-0,B2-0",347965.94,-0.01957256,23616.45,371582.38,28,0.0636
2018-07-26,B1-1,347606.38,-0.02049446,23626.17,371232.56,29,0.0636
2018-07-27,"B2-1,S5",347351.47,-0.020875989,23736.64,371088.1,29,0.064
2018-07-30,"S2,S2",349634.8,-0.02194723,21047.4,370682.22,27,0.0568
2018-07-31,B2-1,348719.97,-0.021472031,22142.36,370862.34,28,0.0597
2018-08-01,"B2-0,S2",348766.84,-0.022545382,21688.67,370455.5,28,0.0585
2018-08-02,"S2,S2,S2",350796.22,-0.02321161,19406.65,370202.88,25,0.0524
2018-08-03,,350796.22,-0.024320845,18986.25,369782.47,25,0.0513
2018-08-06,"S2,S1,S2,S2,S2,S1,S2,S2",357227.6,-0.02635409,11784.53,369012.12,17,0.0319
2018-08-07,,357227.6,-0.025278628,12192.13,369419.72,17,0.033
2018-08-08,S2,358042.38,-0.025707915,11214.49,369256.88,16,0.0304
2018-08-09,,358042.38,-0.024866492,11533.28,369575.66,16,0.0312
2018-08-10,,358042.38,-0.024615832,11628.189,369670.6,16,0.0315
2018-08-13,,358042.38,-0.024144854,11806.92,369849.3,16,0.0319
2018-08-14,,358042.38,-0.02428417,11754.11,369796.5,16,0.0318
2018-08-15,,358042.38,-0.024795251,11560.2705,369602.66,16,0.0313
2018-08-16,S1,358938.78,-0.025267018,10485.4,369424.2,15,0.0284
2018-08-17,"S2,B1-0",358908.75,-0.026174935,10171.25,369080.0,15,0.0276
2018-08-20,"S2,S1",360733.5,-0.026155146,8353.74,369087.25,13,0.0226
2018-08-21,"B2-0,B1-0",359434.78,-0.025702111,9824.31,369259.1,15,0.0266
2018-08-22,S1,359754.44,-0.025923219,9420.84,369175.28,14,0.0255
2018-08-23,B2-0,358841.34,-0.025862005,10357.18,369198.5,15,0.0281
2018-08-24,,358841.34,-0.026032982,10292.39,369133.72,15,0.0279
