trade_date,buy_sell,cash,cumu_r,equity,nav,num_long,position
2016-08-01,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-02,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-03,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-04,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-05,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-08,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-09,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-10,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-11,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-12,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-15,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-16,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-17,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-18,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-19,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-22,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-23,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-24,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-25,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-26,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-29,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-30,,50000.0,0.0,0.0,50000.0,0,0.0
2016-08-31,,50000.0,0.0,0.0,50000.0,0,0.0
2016-09-01,,50000.0,0.0,0.0,50000.0,0,0.0
2016-09-02,,50000.0,0.0,0.0,50000.0,0,0.0
2016-09-05,,50000.0,0.0,0.0,50000.0,0,0.0
2016-09-06,,50000.0,0.0,0.0,50000.0,0,0.0
2016-09-07,,50000.0,0.0,0.0,50000.0,0,0.0
2016-09-08,,50000.0,0.0,0.0,50000.0,0,0.0
2016-09-09,,50000.0,0.0,0.0,50000.0,0,0.0
2016-09-12,,50000.0,0.0,0.0,50000.0,0,0.0
2016-09-13,,50000.0,0.0,0.0,50000.0,0,0.0
2016-09-14,,50000.0,0.0,0.0,50000.0,0,0.0
2016-09-19,,50000.0,0.0,0.0,50000.0,0,0.0
2016-09-20,,50000.0,0.0,0.0,50000.0,0,0.0
2016-09-21,,50000.0,0.0,0.0,50000.0,0,0.0
